date|numDC_SDP|numDC_AIR|numDC_CCN|numDC_OCC|numCDR_CONFB|numCDR_CONFNB|numCDR_CALLB|numCDR_CALLNB|numCDR_DATOSB|TPS_Voice|TPS_SMS|TPS_CCNGY_SSU|TPS_OCCGY_SSU|TPS_OCCGY_CR|TPS_CCNGY_CR|percentKPDR
2020-07-24|10737|4578|55280|7905|3834785|68538618|38591689|7155696|208274020|293082.0|28426.693333333333|3785809.446666667|695836.64|698532.3033333333|3959623.89|87.53
2020-07-25|10719|4430|54880|7858|3724076|67460246|36641260|6790929|206338832|281697.58666666667|26505.38|3772855.2|695148.81|697915.15|3948829.67|85.94
2020-07-26|10694|3885|51953|7467|3052915|63712038|30953521|5908580|193104099|245665.83666666667|23654.87|3606574.796666667|669117.75|671641.47|3780266.8566666665|80.21
2020-07-27|12242|5219|53431|7465|4458757|70134487|39464504|7024066|201708111|303935.54|28135.88|3697299.4766666666|657290.6866666666|660086.1366666667|3871477.4133333336|85.72
2020-07-28|10961|4737|53922|7739|4965585|73588342|39149701|7316867|204313484|299999.54|28384.34|3716539.6466666665|676636.6966666667|679256.9566666667|3886495.83|87.36
2020-07-29|10777|4748|55606|7697|4118204|69149734|39058487|7272399|208964522|298152.73|28345.71|3811393.11|668765.4166666666|671295.47|3982817.8133333335|87.96
2020-07-30|10782|4748|55937|7627|4085496|68678602|39412472|7164295|209720970|301129.42|28574.536666666667|3836657.05|664755.5166666667|667302.4|4010597.7266666666|88.04
2020-07-31|10757|4848|56409|7891|4104254|69224446|40577232|7313743|212137907|310360.6566666667|29548.96|3861423.69|693948.5|696598.82|4036885.3933333335|89.15
2020-08-01|14415|4659|55621|7838|5292452|66564940|39842491|7073874|208305526|306383.98333333334|27168.803333333333|3819571.263333333|689081.07|691877.25|3988728.57|87.19
2020-08-02|10755|3977|53362|7617|3108810|65809898|32404111|6204064|197564464|261485.91666666666|23725.316666666666|3688203.5633333335|675589.6266666667|678939.7366666667|3860639.55|82.39
2020-08-03|12319|5329|55446|7580|4541528|72177197|40611658|7633784|205717421|314363.8|29285.753333333334|3799443.263333333|659718.1833333333|662887.5033333333|3963438.8|87.99
2020-08-04|11035|4908|57361|7760|4977313|77677009|40423746|7423865|214801520|310635.5333333333|29781.263333333332|3890872.56|667051.6733333333|670093.93|4052945.1233333335|91.58
2020-08-05|10810|4786|57722|7807|3935455|69087523|40298763|7312398|215634354|307749.09|29651.233333333334|3911230.27|666781.9733333334|669730.5266666666|4073869.92|90.15
2020-08-06|10836|4840|48421|7268|3999519|69966646|41302126|7428955|189795591|314567.61666666664|29279.366666666665|3442842.22|589871.5233333333|592676.1366666667|3607107.4433333334|83.19
2020-08-07|10765|4048|45825|7303|3130259|65077377|33988882|6287963|177596683|260709.73666666666|25430.156666666666|3292694.2333333334|605263.1433333333|607785.1933333334|3470219.3433333333|77.08
2020-08-08|10688|4493|45576|7192|3656825|65949248|37125207|6759419|178367662|288166.32666666666|25525.47333333333|3296838.3233333332|596926.09|599617.6233333333|3488307.763333333|77.73
2020-08-09|10607|3901|43220|6969|2912525|62389676|30571215|5879237|167577724|245710.17333333334|23289.92|3169704.99|591831.53|594282.42|3375573.75|72.71
2020-08-10|12110|5357|45884|7096|4538064|69072950|40589484|7728838|180280846|316761.75666666665|27763.113333333335|3319723.1766666668|591470.09|594530.8533333334|3523033.736666667|79.97
2020-08-11|10856|4802|46801|7215|4882080|71905791|39862472|7449746|184267375|308801.54|28076.243333333332|3358411.1266666665|588638.5166666667|591449.4533333334|3555476.0233333334|81.66
2020-08-12|10660|4684|46727|7188|3824495|67502544|39206913|7271153|183286925|302241.5266666667|26225.423333333332|3349739.19|586726.23|589402.8866666667|3540604.3233333332|80.40
2020-08-13|10657|4570|45825|7119|3746307|66252477|38317054|7138945|181631087|298134.76|24496.206666666665|3301164.54|574649.9366666666|577346.2233333334|3474617.9366666665|79.63
2020-08-14|10667|4714|46448|7410|3865087|67082229|39876915|7395229|185520926|310799.85333333333|24392.606666666667|3323743.43|602451.6266666667|605239.87|3494541.32|80.99
2020-08-15|10664|4626|45374|7330|3764038|66113952|38623935|6810591|178808542|302276.7766666667|23085.85|3257094.7|599655.0733333334|602484.0066666667|3424036.6033333335|78.45
2020-08-16|10654|4005|42923|7062|3033132|63301850|31140964|6187225|167458098|253293.79|22269.533333333333|3131436.9233333333|587899.5666666667|590475.6333333333|3303814.9166666665|73.16
2020-08-17|12173|4146|40172|6646|3180444|63825043|29580397|6148513|156839810|234138.37666666668|22676.943333333333|2990254.6433333335|567855.1366666667|570447.89|3168974.15|69.32
2020-08-18|10865|5385|43542|7099|5214097|74608366|39694274|7714162|173809209|308668.6066666667|26182.733333333334|3178032.22|591150.1833333333|594329.54|3345560.8966666665|78.68
2020-08-19|10694|4725|44577|7044|3873101|67074979|38281293|7232036|176561244|295253.44|25906.89|3226776.3533333335|570938.1833333333|573672.55|3388487.78|78.03
2020-08-20|10704|4783|43558|7133|3974352|68210932|38827276|7330567|174088311|299262.36333333334|25173.833333333332|3170354.64|578952.9833333333|581758.7966666666|3342008.1233333335|77.76
2020-08-21|10709|4705|44605|7182|3960734|67494176|39142096|7355845|177058893|300355.43666666665|25025.093333333334|3241875.52|581686.6866666666|584352.0866666667|3416830.506666667|78.64
2020-08-22|10715|4600|42967|6969|3858149|66917881|37326107|6964330|170159046|289687.22|24038.84|3156512.7933333335|573070.1666666666|575744.4066666666|3329618.776666667|75.55
2020-08-23|10696|4011|40145|6767|2996055|63589470|30261180|5909587|158410633|245665.3|22220.126666666667|2996209.5033333334|561120.3133333334|563573.3966666666|3177136.723333333|70.25
2020-08-24|12242|5284|41298|6917|4419337|69423895|38166411|7471510|165561563|297916.18|24996.38|3056547.62|571686.74|574684.45|3235597.2933333335|75.19
2020-08-25|10943|4831|41900|7085|4942618|73201139|37755624|7233775|167630371|290473.01|25731.22333333333|3081461.82|578168.6066666667|581090.4166666666|3254385.1533333333|76.67
2020-08-26|10734|4739|41829|7112|3957942|67704405|37423709|7138789|167792202|286400.81666666665|25304.683333333334|3082109.566666667|579262.2233333334|582120.67|3259020.59|75.81
2020-08-27|10760|4684|42348|7001|3997826|67834020|37730089|7178062|168946026|288359.86333333334|25382.29|3121130.9266666668|569062.4566666667|571814.3866666667|3299145.78|76.17
2020-08-28|10763|4862|43901|6493|4191850|68479970|39300487|7358128|172706599|300962.49666666664|25391.106666666667|3230043.05|516180.83666666667|519207.06666666665|3406011.5733333332|77.02
2020-08-29|10773|4834|42838|6897|4235215|67768779|38338121|7133553|169744541|297637.24333333335|24893.986666666668|3164948.1733333333|566822.1433333333|569312.5466666666|3344034.5033333334|75.83
2020-08-30|10772|4298|40140|6692|3435670|65601836|31325045|6365797|157807020|255393.44666666666|22406.093333333334|3013950.9266666668|558110.5666666667|560434.7466666667|3199399.2533333334|70.60
2020-08-31|12353|5552|42124|7013|4795911|71157285|39331362|7664711|168484618|304939.53|25990.556666666667|3120904.38|578928.64|581862.31|3301880.1466666665|76.82
2020-09-01|14691|5033|43890|7137|6504665|73694313|39630062|7391170|176080322|304566.94333333336|26530.33|3211838.7333333334|572886.8966666666|575594.6866666666|3391757.7666666666|79.84
2020-09-02|10857|4888|44427|7330|4014105|70593406|39196786|7289862|180498680|301692.4033333333|26541.053333333333|3218082.09|583998.67|586585.62|3388878.55|80.16
2020-09-03|10902|4843|45153|7203|3997696|69970071|39757675|7379103|180087520|305632.29333333333|26310.82|3265264.5633333335|574306.8833333333|577124.0233333333|3439456.5933333333|80.09
2020-09-04|10897|4809|45698|7169|4059266|68682637|40807527|7514045|181800304|312703.49|26537.086666666666|3302102.1266666665|569740.91|572580.9633333334|3473631.71|80.68
2020-09-05|10898|4909|44973|7164|4228387|69130546|41749684|7490602|179932372|326110.30333333334|25083.826666666668|3284537.54|571776.0866666667|574673.47|3455849.1233333335|79.63
2020-09-06|10887|4256|42369|7074|3346743|65746379|33033668|6562322|170407718|273696.67333333334|22670.35|3145643.13|570355.48|573044.6166666667|3320951.6866666665|74.91
2020-09-07|12525|5335|43517|6960|4551151|70653665|39771248|7662461|174214513|311231.59|26197.786666666667|3188256.03|556180.2366666667|559210.6|3361788.8366666664|78.54
2020-09-08|11117|4806|43554|7027|4964708|73918412|38606678|7357016|174910255|297987.8433333333|26708.163333333334|3169501.8266666667|558905.25|561618.8766666667|3353955.76|78.99
2020-09-09|10837|4757|44024|7033|3923856|69189816|39074490|7350473|175480715|300228.92333333334|26629.356666666667|3195079.63|563320.35|565984.1766666666|3399186.9033333333|78.62
2020-09-10|10776|4748|44033|7040|3919269|67469162|39537264|7427650|175410890|303170.50333333336|26752.866666666665|3206736.7733333334|567578.1|570327.0133333333|3431620.696666667|78.35
2020-09-11|10761|4804|42957|8696|3993146|67251896|40133890|7478040|176438078|307824.35|26070.706666666665|3136699.1733333333|668439.3066666666|671362.82|3363447.3|79.42
2020-09-12|10776|4927|42702|8721|4195459|68989415|40458925|7473393|176447350|315199.30666666664|24859.9|3134268.6|675589.0233333333|679358.39|3350217.94|79.43
2020-09-13|10772|4243|40317|8450|3315039|65373262|32498665|6588072|167415493|269495.4633333333|22265.216666666667|3008586.91|659127.5366666666|662489.9033333333|3221644.8966666665|74.72
2020-09-14|12348|5324|41639|8615|4483964|70295492|39604764|7721293|172762529|310833.0966666667|26652.573333333334|3055695.946666667|674086.3866666667|678001.2533333333|3264360.2333333334|78.68
2020-09-15|11017|4938|41868|8708|5066675|73708708|38899909|7515288|176456659|304646.0266666667|27810.18|3071730.3466666667|665494.2433333333|669636.7133333334|3271064.29|80.43
2020-09-16|10727|4905|41337|9267|4040223|68597268|39366335|7508970|174870308|302072.68333333335|27660.296666666665|3018223.5633333335|729136.0233333333|733018.5233333333|3203791.0|79.62
2020-09-17|10724|4820|41319|9533|4002580|68429954|39662607|7480542|177000171|305752.49|27280.35|3004267.91|741596.46|745470.89|3173208.5366666666|80.59
2020-09-18|10742|4881|40792|10966|4107519|69042350|40918853|7642979|178075061|315440.82666666666|26651.256666666668|2944957.33|871894.7433333333|876007.0366666666|3128382.546666667|81.91
2020-09-19|10738|5114|40621|11593|4429860|69607163|42742402|7739063|181391649|332817.30666666664|25711.113333333335|2950072.69|919043.1533333333|923760.5766666667|3130643.31|83.36
2020-09-20|10747|4343|38151|11135|3408059|66219408|33523295|6724974|168592633|279658.39|22646.416666666668|2811681.0433333335|891491.1233333333|895950.21|2993668.1933333334|77.50
2020-09-21|12304|5308|39157|11375|4466883|70834087|39546422|7691586|175225085|312572.5366666667|27293.51|2855854.97|905119.7066666667|910471.5566666666|3028573.27|81.73
2020-09-22|11000|4980|39311|12097|5133919|74712497|39823491|7641655|177050072|308114.19666666666|29293.96|2840711.9166666665|969379.5066666667|974501.7433333333|3007990.98|83.55
2020-09-23|10805|4797|40827|10878|4002107|70494387|38942634|7435361|176632836|300014.04|29117.363333333335|2956585.7466666666|839264.28|843294.07|3120687.28|81.62
2020-09-24|10802|4802|39176|11965|3999204|72005907|38914068|7493437|176541603|300876.25333333336|27760.173333333332|2869501.716666667|951985.2666666667|957112.92|3025923.9|82.50
2020-09-25|10802|4921|38667|13674|4150407|72387858|40426704|7608008|179066785|311964.5466666667|27272.823333333334|2806862.7333333334|1085499.18|1091472.07|2952635.013333333|84.85
2020-09-26|10810|5063|38357|14083|4412668|71086813|40930985|7586002|179404639|321183.98|26290.006666666668|2795461.296666667|1116264.7566666666|1122777.4166666667|2932934.73|84.62
2020-09-27|10801|4319|36850|12901|3442488|67126183|32803182|6602660|169240465|272974.0266666667|22506.32|2730534.3866666667|1014170.2166666667|1021015.5066666667|2865993.2333333334|78.75
2020-09-28|12407|5438|37443|13651|4607758|73716458|39806477|7743051|174698611|314585.00333333336|27047.333333333332|2725146.1666666665|1083760.4066666667|1090675.14|2855890.526666667|83.80
2020-09-29|11069|4926|36237|15930|5115661|77897940|38999304|7503905|177044511|302534.26|27408.55|2607591.65|1239447.7366666666|1246776.8533333333|2732220.79|86.45
2020-09-30|10877|5021|35937|16440|4223760|73391542|39346775|7499879|178344034|304955.96|27277.75|2585888.1533333333|1274997.2033333334|1283015.1466666667|2711669.8666666667|86.51
2020-10-01|14590|5041|36942|16969|5578640|72802619|40942038|7717401|183886901|315458.2166666667|26983.846666666668|2643861.38|1314249.63|1322825.16|2768193.1366666667|88.94
2020-10-02|10876|5029|36236|18879|4267638|73913882|42062986|7782427|187454005|322671.4733333333|26390.06333333333|2556546.52|1493244.88|1502354.85|2666261.0166666666|91.35
2020-10-03|10879|5054|35439|19976|4354705|73989717|42221253|7719068|188295889|329141.34|25068.166666666668|2502040.51|1574879.1966666668|1585211.6933333334|2611843.6933333334|91.96
2020-10-04|10846|4384|33536|19362|3476561|68754679|33828326|6747522|178345571|282252.37666666665|21797.146666666667|2400617.1633333336|1524118.85|1534597.0033333334|2512211.203333333|86.66
2020-10-05|12460|5411|35048|19581|4568287|74126429|41276948|7972240|185048115|324079.46|25127.766666666666|2450550.9033333333|1557499.2766666666|1567630.93|2562316.553333333|91.27
2020-10-06|11106|4949|35751|20315|5077674|79314735|40697398|7663818|189337049|313004.83|25741.683333333334|2485582.1766666668|1604593.6133333333|1614834.8033333332|2596676.1366666667|93.73
2020-10-07|10891|4751|35594|20407|3915088|73186713|39990199|7537407|188446410|306202.1|25568.486666666668|2477771.803333333|1615454.9533333334|1625387.14|2591266.73|92.62
2020-10-08|10885|4771|35370|20219|3941789|73025087|39849885|7564839|187190496|305041.4633333333|25184.033333333333|2472280.4266666668|1607497.4433333334|1617959.6533333333|2587827.1133333333|92.12
2020-10-09|10922|4852|35620|20359|4073482|72766835|41061527|7737916|189567974|316643.75|25162.783333333333|2501930.52|1637080.53|1647459.9366666668|2627001.7066666665|92.83
2020-10-10|10866|5056|35913|20743|4329302|72618801|42049885|7831949|193623121|332713.73|24795.106666666667|2532994.85|1661601.2266666666|1672256.2533333334|2670411.263333333|93.92
2020-10-11|10788|4304|34403|20362|3396735|66040120|33916192|6850860|187487211|285949.8|22554.193333333333|2471357.8066666666|1635458.0266666666|1644442.8433333333|2624584.4833333334|89.43
2020-10-12|12360|4316|32316|18967|3394542|65307678|31474591|6662756|173506108|256974.15333333332|22728.503333333334|2351334.8333333335|1567595.7866666666|1576232.6266666667|2508410.3133333335|83.73
2020-10-13|10998|5278|34574|19520|5112489|77034103|39263958|7869033|183102055|306025.7733333333|25701.97|2449829.2933333335|1611629.95|1622033.1566666667|2600697.743333333|90.63
2020-10-14|10819|4802|34826|19891|3912466|70655978|39168925|7610949|184428966|303940.87|24869.76|2447660.703333333|1620016.3733333333|1630075.9366666668|2598932.223333333|90.40
2020-10-15|10833|4890|35385|20121|4003117|71769360|39742918|7713091|188348473|309493.2133333333|25518.816666666666|2485949.1633333336|1636066.2333333334|1646177.1|2641349.95|91.94
2020-10-16|10846|4950|36070|20455|4110654|72770342|41029849|7864139|191401810|318738.09|25396.476666666666|2527581.2666666666|1662615.2866666666|1673120.1866666668|2671680.2533333334|93.55
2020-10-17|10847|5056|35846|20228|4274212|72728623|41284130|7730153|188713988|323149.54|24601.9|2521539.3966666665|1653143.02|1664085.4066666667|2663488.8066666666|92.01
2020-10-18|10841|4315|33847|19759|3329059|68622012|33635998|6697978|180227920|278930.0366666667|22765.893333333333|2421929.7666666666|1596046.3833333333|1605556.45|2553340.7266666666|87.63
2020-10-19|12447|5309|34869|19772|4382259|73644004|39883931|7867087|184608327|313238.7|25566.67|2445522.37|1595674.41|1606792.4033333333|2576941.723333333|91.14
2020-10-20|11097|4823|35092|19942|4937663|77366964|39425278|7623621|187908627|306311.16|24918.783333333333|2454734.4166666665|1579174.54|1589455.9566666668|2569356.14|92.54
2020-10-21|10885|4693|35026|19784|3801790|71482187|38888893|7508881|184735368|300345.2866666667|25127.18|2447761.5733333332|1600348.34|1610076.7666666666|2583594.3566666665|90.57
2020-10-22|10875|4674|34780|19840|3803578|71903983|38611203|7483252|183926320|298300.2166666667|25244.93666666667|2446785.796666667|1613812.9433333334|1623818.82|2586208.4033333333|90.40
2020-10-23|10878|4768|35244|19958|3901570|72680714|39672345|7781116|185419220|307155.31333333335|26321.27|2481725.09|1639776.3833333333|1649990.14|2623531.8466666667|91.13
2020-10-24|10898|4995|35202|19935|4239744|73160729|39971672|7708153|186184363|314145.42333333334|26449.393333333333|2492715.86|1636900.91|1647467.0366666666|2624942.0766666667|90.99
2020-10-25|10899|4194|33602|19335|3394910|68313714|33117178|6912942|176728096|275347.7233333333|23786.616666666665|2412713.6233333335|1591082.5766666667|1600179.9566666668|2545434.7133333334|86.04
2020-10-26|12527|5357|34897|19702|4540208|74287280|39448148|7861047|184372235|314217.57666666666|27026.346666666668|2458325.033333333|1606183.0833333333|1616931.15|2585371.1866666665|91.08
2020-10-27|11159|4822|34887|19525|4925028|78817309|38755849|7705452|184821365|301677.7133333333|26820.53|2454137.953333333|1581381.7133333334|1591776.7333333334|2581540.966666667|91.29
2020-10-28|10954|4755|34803|19629|3964631|71964617|38634326|7500800|183658645|299805.7366666667|27102.753333333334|2445384.986666667|1589552.5766666667|1599451.5833333333|2570120.933333333|90.14
2020-10-29|10964|4808|34715|19582|3995613|73594474|39122536|7201482|183164716|303930.37666666665|26924.496666666666|2449835.24|1591895.5233333334|1602344.0633333332|2571330.1333333333|90.18
2020-10-30|10908|4826|34298|19574|3953046|72855536|40399401|8371354|182589886|317773.91333333333|26523.06|2439675.59|1593848.6066666667|1608167.34|2564459.7666666666|90.22
2020-10-31|10970|5463|34981|20219|4693443|72542360|40898718|7748952|188909545|324903.6533333333|25778.626666666667|2477592.1|1644657.06|1655275.3066666666|2597135.52|91.83
2020-11-01|14764|4411|33345|19846|4742420|66781262|32838308|6670363|180115850|274036.31333333335|22654.82|2390054.03|1611749.16|1621091.93|2510259.5933333333|86.95
2020-11-02|12608|4427|31611|18948|3450389|67982935|31589478|6695834|170730187|258392.40666666668|22863.45|2289211.38|1557377.1266666667|1566441.4666666666|2408071.53|83.37
2020-11-03|11176|5489|34246|20173|5347380|80125036|40967537|7448040|185327495|324955.52|26929.486666666668|2412696.45|1629843.23|1641070.5366666666|2524266.6633333336|101.54
2020-11-04|10985|4887|33025|20295|4005296|74820308|40025686|7625609|181934012|311751.19|26458.046666666665|2333759.82|1593721.1033333333|1604531.63|2445485.776666667|105.27
2020-11-05|10990|4820|33757|20688|3947731|72285031|39936797|7466317|185617159|316220.3933333333|27133.033333333333|2366131.3566666665|1618343.52|1628519.4566666668|2480268.6133333333|98.10
2020-11-06|10972|4899|34410|21210|4044191|70696437|40852140|7841548|192663267|318279.16|26943.023333333334|2410683.6866666665|1638399.55|1648496.0066666666|2524519.453333333|93.95
2020-11-07|10981|5023|34593|21064|4167627|70714381|41287934|7769675|190817583|324683.2033333333|25647.82|2419921.6566666667|1635557.3866666667|1645975.2|2530717.6633333336|93.20
2020-11-08|10927|4298|32611|20572|3272531|66361931|33672696|6755285|181212208|280907.96|23924.71|2317069.696666667|1588659.1233333333|1598061.19|2438211.63|88.18
2020-11-09|12497|5182|33825|20787|4290423|70266356|39983784|7899470|186939381|314320.2633333333|27748.096666666668|2356737.3766666665|1617137.9966666666|1627393.86|2493137.84|92.10
2020-11-10|11085|4766|34169|21141|4848237|73967068|39338971|7698938|190040099|306831.99666666664|28678.506666666668|2377070.4166666665|1635197.9033333333|1644914.1633333333|2519761.453333333|94.04
2020-11-11|10873|4656|33758|21004|3740758|69003372|38764284|7568132|189256795|300877.67|27665.94|2357239.203333333|1624433.1766666668|1633856.1166666667|2499460.973333333|92.26
2020-11-12|10866|4641|33979|21095|3671569|68331225|38941209|7583429|189077492|301817.4733333333|27140.586666666666|2367223.7133333334|1631846.9066666667|1641236.8266666667|2507623.683333333|92.42
2020-11-13|10861|4803|34809|19812|3851469|68821646|38396475|7763497|191398154|323079.44333333336|26288.086666666666|2440330.6366666667|1448569.75|1464655.1066666667|2540403.8566666665|91.88
2020-11-14|10875|5072|35201|20488|4165333|70716791|41019847|7833390|193984102|327448.25333333336|26417.366666666665|2433222.8833333333|1557626.3966666667|1567073.7133333334|2537709.1233333335|93.20
2020-11-15|10855|4353|34561|21239|3329942|67102912|34052339|6959422|193330857|286546.9666666667|24177.51|2414813.5633333335|1606482.01|1615598.6533333333|2520107.473333333|91.93
2020-11-16|12463|4272|33171|20382|3211162|66729427|31303196|6633118|184569208|257096.09333333332|25043.73|2330401.34|1573763.0533333332|1582678.11|2440439.85|88.29
2020-11-17|11087|4926|36626|21468|5007804|76809470|39625463|7908078|199520550|311088.2733333333|29442.18|2485787.34|1659918.8233333332|1670289.0133333334|2591813.473333333|96.73
